"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000030579",440.543855635906,2.49352762862878,0.350149943088328,7.12131381954777,1.06903070726049e-12,2.04644796902668e-10
"ENSMUSG00000140105",788.92465259795,2.64887082387212,0.372539851547651,7.11030192573452,1.15789368759219e-12,2.19108089411842e-10
"ENSMUSG00000079227",482.793744090674,2.98835657506266,0.420586343810604,7.10521541899697,1.201350071667e-12,2.24748025339248e-10
"ENSMUSG00000025804",447.025428215642,2.41377710922592,0.340336014494707,7.09233524054051,1.31867592631483e-12,2.4392541320136e-10
"ENSMUSG00000076668",38.3850825223185,3.41327384148679,0.482920388148144,7.0679845482931,1.57200046875874e-12,2.87553819079724e-10
"ENSMUSG00000037095",1721.45581971183,3.8009422745924,0.53931230646126,7.04775735516324,1.8182433727093e-12,3.28942204889156e-10
"ENSMUSG00000036887",1837.08782005583,2.05699505800429,0.29282452133956,7.02466804553912,2.14575781955389e-12,3.79845279390492e-10
"ENSMUSG00000079017",551.441991584754,3.31978181837689,0.472536848700005,7.02544537533937,2.13384482810712e-12,3.79845279390492e-10
"ENSMUSG00000039621",754.560782987986,1.6980994322282,0.241814666786184,7.02231777251826,2.18217519708992e-12,3.82182449677568e-10
"ENSMUSG00000021775",1531.72005642622,-1.33822531119304,0.190694652569322,-7.0176341767453,2.25656424245122e-12,3.91050706562889e-10
"ENSMUSG00000004730",637.439962566449,1.70446379000117,0.242943757228107,7.01587811701125,2.28509192862198e-12,3.91869462717747e-10
"ENSMUSG00000017002",1642.85522759762,3.86049532089474,0.55073339476384,7.00973530495669,2.38769410617964e-12,4.05243382165314e-10
"ENSMUSG00000139678",1015.35124686495,1.38797173659475,0.198071310619545,7.00743450554917,2.42727576386174e-12,4.07757560208732e-10
"ENSMUSG00000047798",189.870530322638,3.39579309799598,0.486236534863236,6.98382958604934,2.87240458817313e-12,4.77660573081759e-10
"ENSMUSG00000066363",212.287263609639,5.14725094556327,0.745601897987582,6.90348423127135,5.07422913614385e-12,8.35370342683362e-10
"ENSMUSG00000002699",333.397285358479,2.30833526186366,0.335267923535411,6.88504655477383,5.77686396071811e-12,9.41628825597052e-10
"ENSMUSG00000073421",6163.47167936532,2.32989585788907,0.339266989623593,6.86744047947023,6.53640095338174e-12,1.05498793034827e-09
"ENSMUSG00000032381",987.411972417364,0.880392017974149,0.128283274735929,6.86287452348278,6.7488503833857e-12,1.07870217341436e-09
"ENSMUSG00000073411",22374.9134079929,1.51491613365158,0.22099417504016,6.85500481348109,7.13101181119366e-12,1.1288254562277e-09
"ENSMUSG00000023274",338.026662254589,2.12210703517769,0.310342182614942,6.83795872445321,8.03295324116356e-12,1.25949056389786e-09
"ENSMUSG00000089929",190.401017448593,2.81311584292416,0.411550420918623,6.83540995206614,8.17708496062867e-12,1.26999386515877e-09
"ENSMUSG00000048163",434.568360775442,2.01320680610689,0.294922395290281,6.82622560462173,8.71777985175535e-12,1.328896386106e-09
"ENSMUSG00000022994",5431.26673114372,-1.12465707254323,0.164747508222288,-6.82654981965354,8.69810980400715e-12,1.328896386106e-09
"ENSMUSG00000099974",98.8044036032783,3.64307829783613,0.53438809858218,6.8172893586175,9.2774285686587e-12,1.40123216996173e-09
"ENSMUSG00000120788",45.8202386326736,4.1056563605162,0.602591849074712,6.81332873456635,9.53658772331064e-12,1.42728039717148e-09
"ENSMUSG00000032068",2090.73073972481,6.16812685794145,0.906280606104659,6.80597909344331,1.00364287744075e-11,1.48855609831595e-09
"ENSMUSG00000025492",2658.41940942478,2.11360622082937,0.310678055653329,6.80320409622959,1.02317529575443e-11,1.50397632982189e-09
"ENSMUSG00000079523",6015.94863150777,1.8529113187134,0.273310052588681,6.7795212842096,1.20574734470547e-11,1.75665650760054e-09
"ENSMUSG00000044894",1520.24744774869,1.2129148463958,0.179245170646299,6.7667923326605,1.31668851703733e-11,1.90145991719172e-09
"ENSMUSG00000026177",322.736436070699,2.00492789743837,0.297348911139313,6.74267778468182,1.55493794466622e-11,2.22599507678609e-09
"ENSMUSG00000020422",3291.78526891596,-0.786896185458071,0.116733769949007,-6.74094724947041,1.57357334360588e-11,2.23325327205031e-09
"ENSMUSG00000023992",128.108161580316,1.66397687950196,0.246985158450982,6.73715331697633,1.6151972646208e-11,2.27273440747455e-09
"ENSMUSG00000074785",194.214092881343,2.24993212845195,0.334450991731191,6.72724011612526,1.7291127845904e-11,2.4124054044671e-09
"ENSMUSG00000040522",108.360282584708,2.18416906197064,0.324782290002647,6.72502512976565,1.75562140367818e-11,2.428806316702e-09
"ENSMUSG00000091649",83.3631433885644,3.89442535729515,0.579346275971142,6.72210303029399,1.79120219006019e-11,2.45738013791341e-09
"ENSMUSG00000019122",682.659275224961,2.16884160473722,0.323414837027077,6.70606712009207,1.99939784874147e-11,2.72033775072983e-09
"ENSMUSG00000027313",82.8852076426141,4.77306410761115,0.713037244439581,6.69398989300003,2.17166423281364e-11,2.93050067744352e-09
"ENSMUSG00000026938",292.067900270765,1.41940648687988,0.212151606984614,6.69052903748602,2.22365228695609e-11,2.9762591544844e-09
"ENSMUSG00000049988",195.999631149817,2.61066635954745,0.390509850044895,6.68527659224809,2.30488894773108e-11,3.0601118343949e-09
"ENSMUSG00000121828",63.2885413791528,2.3560103280886,0.352627800547667,6.68129490763201,2.36840065830813e-11,3.11927840301813e-09
"ENSMUSG00000027808",3893.30106737805,1.02154156786272,0.15309959988971,6.67239867771453,2.51655793837448e-11,3.28810264598881e-09
"ENSMUSG00000060802",13300.5034036493,2.17484957794511,0.326056120803154,6.67016945606766,2.55508229247323e-11,3.31215116385722e-09
"ENSMUSG00000035186",440.507144331048,4.29061555469465,0.64397515603752,6.66270354448995,2.6883560434961e-11,3.45768793313096e-09
"ENSMUSG00000044811",176.209634995225,2.84567314645678,0.429000419510183,6.63326425113025,3.28343215011836e-11,4.15808796056912e-09
"ENSMUSG00000038147",323.14507921106,1.44316270880576,0.21755764364075,6.63347278751022,3.27879447113041e-11,4.15808796056912e-09
"ENSMUSG00000022769",499.074700155034,1.59160514200391,0.240040470665794,6.63056999342369,3.34393061828432e-11,4.20237631823014e-09
"ENSMUSG00000035692",460.627476656443,3.74587367812687,0.56532670815778,6.62603344946055,3.44827065108461e-11,4.30067270672772e-09
"ENSMUSG00000052160",537.903679472255,1.97335071960347,0.298737429190919,6.60563600934764,3.95814320627923e-11,4.89946703796805e-09
"ENSMUSG00000033777",253.51861770298,1.88280565183188,0.285095160576001,6.60413052269246,3.99857123891995e-11,4.91257300793575e-09
"ENSMUSG00000015340",1183.17439392931,2.14210457736089,0.324995529120038,6.59118167920918,4.36339530912958e-11,5.32107977586669e-09
"ENSMUSG00000006344",636.329252477547,1.77003056980161,0.269140156429099,6.57661269609873,4.8128625155648e-11,5.82604085248112e-09
"ENSMUSG00000043461",375.5913206681,9.6580934059431,1.47000170389385,6.5701239531628,5.02733940081247e-11,6.04124733982304e-09
"ENSMUSG00000060586",5068.37135694783,2.20246399005954,0.335478914872374,6.56513388001573,5.19861332325021e-11,6.20179501019335e-09
"ENSMUSG00000073412",66.2297687989327,3.48152231255074,0.530682382870024,6.56046332972663,5.36408450380918e-11,6.35315994145399e-09
"ENSMUSG00000020826",4151.1382471992,5.94196145342139,0.906525663038998,6.55465332718968,5.57712859323087e-11,6.55830485931141e-09
"ENSMUSG00000079293",493.495171147483,2.91805097151944,0.447206600479423,6.52506239485548,6.7973231913465e-11,7.93647742547074e-09
"ENSMUSG00000001123",1602.94825033125,1.89850234984149,0.29109292719975,6.52198034526177,6.93851091993896e-11,8.04427501936304e-09
"ENSMUSG00000064246",187.722745911357,4.8506306567865,0.748256819416516,6.48257460662901,9.01704699886829e-11,1.0380954177788e-08
"ENSMUSG00000028874",250.490805195521,2.23047138456119,0.344162362530563,6.48086957609466,9.11954794433837e-11,1.0426049847753e-08
"ENSMUSG00000075602",11346.2705816804,2.93316351081089,0.45286897484127,6.47684799304027,9.36584597941504e-11,1.06337877489041e-08
"ENSMUSG00000022150",1236.8627640662,0.981637116016794,0.151782116307338,6.46740959935697,9.96971460236285e-11,1.12418774999109e-08
"ENSMUSG00000073616",482.474170705717,1.0620553891321,0.164331536553562,6.46288236212004,1.0272715299785e-10,1.15047423115892e-08
"ENSMUSG00000073409",933.621977733145,2.31954065484424,0.359398268366358,6.45395612334943,1.08967371485286e-10,1.2121147545691e-08
"ENSMUSG00000003283",295.783820879363,2.26981210057474,0.353223513331157,6.42599378271493,1.31010757155687e-10,1.44753697654636e-08
"ENSMUSG00000030187",159.408605767143,3.35951690766124,0.523194209259135,6.42116607601306,1.35234389829192e-10,1.48424250650533e-08
"ENSMUSG00000000983",711.252135413916,3.86108852903633,0.601833734182246,6.41554022272059,1.40324357858983e-10,1.52990722081618e-08
"ENSMUSG00000040829",197.295371499801,1.95391030129184,0.304783627958966,6.41081121836013,1.44747344378001e-10,1.5677470595362e-08
"ENSMUSG00000029380",139.509633100732,4.20054949231303,0.656450065830015,6.398886542881,1.56514083463446e-10,1.684111997424e-08
"ENSMUSG00000015355",169.362143242925,2.01282793459514,0.315005906109233,6.38981014501094,1.66091840433533e-10,1.77556491497224e-08
"ENSMUSG00000071713",1001.88726574008,2.04757080628697,0.320521058740281,6.38825671653021,1.67787494946434e-10,1.78211969632461e-08
"ENSMUSG00000009687",615.627755023932,1.47127094234623,0.230546009664323,6.38168036171353,1.75155265336112e-10,1.84844944437719e-08
"ENSMUSG00000040747",633.986091694392,2.01918580048951,0.317308829332114,6.36347184142206,1.97243567504533e-10,2.06829353619562e-08
"ENSMUSG00000029377",1367.45552167428,3.43019312202289,0.539193004148192,6.36171666849025,1.99511217643777e-10,2.07883112409462e-08
"ENSMUSG00000023903",90.1082987272132,3.44779157479131,0.543149750815786,6.34777346323529,2.18453439056324e-10,2.26188614288318e-08
"ENSMUSG00000024965",445.638551667761,1.70961682038861,0.270132346727073,6.32881193645392,2.47055995729409e-10,2.54205178605828e-08
"ENSMUSG00000095788",43.1078731145163,4.61199187218492,0.729336891722913,6.32354118449981,2.55636028667351e-10,2.58192388954025e-08
"ENSMUSG00000085566",142.072033409922,-1.32197580122836,0.209037173962661,-6.32411822341463,2.54682686701177e-10,2.58192388954025e-08
"ENSMUSG00000029816",600.076489947313,1.55461553395591,0.245806501019297,6.32455011364351,2.53971421821329e-10,2.58192388954025e-08
"ENSMUSG00000002111",433.118421292126,1.99164275102018,0.31562403370833,6.31017456947105,2.78720901259019e-10,2.797915974041e-08
"ENSMUSG00000062593",220.087489010114,2.20904533558133,0.350515910568621,6.30226836778316,2.93320708470836e-10,2.92662959003356e-08
"ENSMUSG00000022389",1223.16407803806,-1.62929927291379,0.258566939167096,-6.30126681377804,2.9522268099285e-10,2.92786204649717e-08
"ENSMUSG00000068227",218.660699758877,2.72579337846336,0.43304807986107,6.29443589575054,3.0851974001672e-10,3.04141346101513e-08
"ENSMUSG00000021423",293.644603672031,2.45095154900394,0.39015823886668,6.28194231172303,3.34368929991459e-10,3.27661648479131e-08
"ENSMUSG00000060063",330.505772701767,2.19414517055706,0.349513668207542,6.27770920035714,3.43597782224278e-10,3.34713034837768e-08
"ENSMUSG00000024737",380.689384903951,2.43377833950965,0.388087022538934,6.27121804688919,3.58234528100835e-10,3.44889768194389e-08
"ENSMUSG00000050075",103.102329921843,3.4984970775305,0.557829964015757,6.27161913703095,3.57312740012604e-10,3.44889768194389e-08
"ENSMUSG00000035171",736.667428138783,1.00860476874315,0.160939707894846,6.26697278090095,3.68134471784084e-10,3.52360337731475e-08
"ENSMUSG00000002985",12788.2805921516,1.60408072771818,0.256383914531516,6.25655759507874,3.93567800310227e-10,3.73556472619956e-08
"ENSMUSG00000025044",432.39189621838,1.9520874322905,0.312031300170848,6.25606287324913,3.94817628839655e-10,3.73556472619956e-08
"ENSMUSG00000030786",916.829194835991,2.06387050123244,0.330602549835821,6.24275433525049,4.29931882697438e-10,4.04455347705595e-08
"ENSMUSG00000006519",1216.1448077032,1.52819555060278,0.245368958205627,6.22815356016673,4.71964359950213e-10,4.41474389651157e-08
"ENSMUSG00000022181",64.1437334718466,4.93645498862013,0.793148379813472,6.22387325531832,4.85028957153234e-10,4.51131735684389e-08
"ENSMUSG00000030748",1894.88637729009,1.57233122979403,0.252828062830856,6.21897431870897,5.00415193770865e-10,4.60507159262128e-08
"ENSMUSG00000000823",816.542336569351,-0.818380393422534,0.131596021621152,-6.21888400075307,5.00703283167837e-10,4.60507159262128e-08
"ENSMUSG00000000416",275.484407811327,-1.22186597758299,0.196818807343062,-6.20807530579752,5.36374486731143e-10,4.90574065280823e-08
"ENSMUSG00000041084",1193.79312373642,0.932022988704746,0.150298712989199,6.20113752252639,5.60565026004138e-10,5.0986641011636e-08
"ENSMUSG00000029465",2254.44253204495,0.74017817387788,0.119450245057174,6.19653960126746,5.77180127226769e-10,5.22094309589797e-08
"ENSMUSG00000026385",1685.23296176567,1.27203092267879,0.20563933076054,6.1857375141919,6.18127883388693e-10,5.56078652690058e-08
"ENSMUSG00000030413",2660.48596471023,1.28234971182555,0.207571809845832,6.17786062942737,6.49760327281882e-10,5.81358927610957e-08
"ENSMUSG00000063894",487.784893065647,-0.765059113625891,0.123871377868212,-6.17623802037503,6.56469963664468e-10,5.84187297935575e-08
"ENSMUSG00000087107",202.199497484628,2.17545614649291,0.352688603223146,6.16820653293551,6.9068892842938e-10,6.11333969286714e-08
"ENSMUSG00000032562",6285.66388174063,0.527771454890284,0.0857106972460182,6.1575914308036,7.38596036694083e-10,6.50240992090625e-08
"ENSMUSG00000027398",519.945213426602,5.05581523891812,0.821477828028922,6.15453645419644,7.52974034899261e-10,6.59372954071624e-08
"ENSMUSG00000067235",126.110959980974,2.12991736811134,0.3463842549341,6.1490016874946,7.79721496542901e-10,6.79182804105067e-08
"ENSMUSG00000042286",2242.48509846761,0.929959935807678,0.151268580305566,6.14774022423652,7.85946142597733e-10,6.81001649767709e-08
"ENSMUSG00000035493",3612.57844742959,1.17085124197064,0.190675029761436,6.14055885259625,8.22316608889984e-10,7.08634929135858e-08
"ENSMUSG00000058099",357.874120270053,1.83031031533042,0.298107646743129,6.1397630531348,8.26446616012177e-10,7.08634929135858e-08
"ENSMUSG00000028766",169.024336509407,2.72173673346339,0.44347746837788,6.13726046425483,8.39566730356331e-10,7.16154771080636e-08
"ENSMUSG00000026489",634.871231470601,-1.49541449845971,0.244094102256711,-6.12638521223671,8.98980079099246e-10,7.62881909392314e-08
"ENSMUSG00000015437",97.8794318209301,4.41439825248829,0.721025322200361,6.12239004174892,9.21820301337154e-10,7.78252698508388e-08
"ENSMUSG00000024675",177.466638694629,3.44453167919208,0.563064188050318,6.11747603966647,9.50690493447671e-10,7.98531509879031e-08
"ENSMUSG00000068452",6846.72293534165,1.85256623863094,0.303271948921384,6.10859739985769,1.00510513920311e-09,8.39951568868059e-08
"ENSMUSG00000058427",119.063212783961,5.06991241862455,0.830130043504129,6.10737131886413,1.01285413445443e-09,8.42152404824406e-08
"ENSMUSG00000038352",93.7076078605002,2.28700189574392,0.374605926768302,6.10508732596337,1.02744490662797e-09,8.49991231046046e-08
"ENSMUSG00000098112",216.16524144794,1.70139622498017,0.278740674200971,6.10386779703871,1.03531931645253e-09,8.522230953379e-08
"ENSMUSG00000042499",313.554056670528,-2.33931335243376,0.383382226147853,-6.10177831126576,1.04894797002338e-09,8.59145792561935e-08
"ENSMUSG00000025930",73.6508762011215,2.36919812739681,0.389755202670456,6.07868249394482,1.21174021773638e-09,9.87568277455153e-08
"ENSMUSG00000028214",594.147758893179,1.50203514420666,0.247249348058206,6.07498121229854,1.24002238452662e-09,1.00563982839713e-07
"ENSMUSG00000031101",229.806017321546,1.67880280351024,0.276839405758075,6.06417572279185,1.32632084351289e-09,1.06728655490076e-07
"ENSMUSG00000035352",51.5187210785535,2.87680779332056,0.474419275039999,6.0638509956789,1.32900287769335e-09,1.06728655490076e-07
"ENSMUSG00000036908",1686.68291341152,1.3168720052003,0.217746855940783,6.04771995219269,1.46910028454359e-09,1.17406786332238e-07
"ENSMUSG00000022227",61.1987240441727,4.26652909035638,0.705732557963025,6.04553246440972,1.48917359465243e-09,1.18436062264556e-07
"ENSMUSG00000018920",864.754744033823,1.69047612124696,0.279947964742569,6.03853692167924,1.55517846022143e-09,1.23090879762622e-07
"ENSMUSG00000050578",628.508312399037,3.6682356794402,0.609526293678803,6.01817463410893,1.76394838276796e-09,1.38946804906741e-07
